Customer ID,Gender,Customer Type,Age,Type of Travel,Class,Arrival Service,Booking Services,Immediate Transfer,Lounge Service,Check-in Service,Boarding Service,Layover Service,Onboard Services,Baggage Service,Immigration Security,Call Center Service,Departure Delay,Arrival Delay,Total Delay,Satisfaction
92367,Female,Loyal Customer,41,Business travel,Business,2,3,5,1,3,3,3,5,1,4,1,0,0,0,Satisfied
17332,Female,Loyal Customer,65,Personal Travel,Leisure,3,5,3,1,1,2,4,4,3,3,2,7,30,37,DisSatisfied
62501,Male,disloyal Customer,27,Business travel,Business,2,3,4,4,4,5,2,4,2,2,3,6,2,8,Satisfied
39003,Female,Loyal Customer,35,Business travel,Business,2,1,4,5,5,4,4,5,1,5,3,4,17,21,Satisfied
56414,Male,Loyal Customer,50,Business travel,Business,5,2,1,4,1,4,4,1,3,1,5,2,0,2,Satisfied
16609,Male,Loyal Customer,40,Business travel,Business,4,3,5,3,2,4,4,2,5,4,5,0,0,0,Satisfied
4499,Male,disloyal Customer,19,Business travel,Business,4,2,4,3,4,4,4,4,1,1,4,8,4,12,Satisfied
122583,Male,Loyal Customer,33,Business travel,Business,3,1,3,2,2,2,4,2,2,4,2,0,0,0,Satisfied
13552,Male,Loyal Customer,33,Business travel,Business,3,4,3,1,3,5,4,4,5,5,5,0,0,0,Satisfied
114751,Female,Loyal Customer,56,Business travel,Business,4,4,2,2,2,4,2,1,1,1,1,0,0,0,Satisfied
106477,Female,Loyal Customer,45,Business travel,Business,5,4,4,5,2,1,4,2,5,1,3,9,0,9,Satisfied
34054,Female,Loyal Customer,36,Business travel,Eco,4,2,4,2,5,4,5,5,3,1,4,0,0,0,Satisfied
87033,Female,Loyal Customer,57,Business travel,Business,5,3,3,3,2,2,4,1,3,5,3,7,0,7,Satisfied
35099,Female,Loyal Customer,45,Business travel,Eco,3,2,2,3,5,1,1,5,3,1,5,0,27,27,Satisfied
118819,Female,Loyal Customer,57,Business travel,Business,1,5,4,4,2,3,4,4,3,1,3,1,0,1,Satisfied
37192,Female,Loyal Customer,29,Business travel,Leisure,3,3,3,2,5,2,1,4,3,1,4,0,7,7,Satisfied
120194,Female,Loyal Customer,34,Business travel,Business,3,1,2,1,1,4,2,5,2,3,2,0,0,0,Satisfied
129322,Female,Loyal Customer,26,Business travel,Business,2,4,2,5,5,5,5,4,2,1,1,0,0,0,Satisfied
102262,Female,Loyal Customer,26,Business travel,Business,2,3,3,5,1,5,2,4,4,5,4,0,0,0,Satisfied
126788,Male,Loyal Customer,32,Business travel,Business,2,3,2,1,1,1,2,5,1,5,5,11,0,11,Satisfied
27314,Female,Loyal Customer,34,Business travel,Business,2,4,2,5,4,2,4,2,2,1,1,0,0,0,Satisfied
16166,Female,Loyal Customer,37,Business travel,Business,5,1,1,1,1,1,1,2,5,4,2,0,0,0,Satisfied
31423,Male,Loyal Customer,36,Business travel,Business,4,2,2,1,4,1,5,1,2,1,4,43,40,83,DisSatisfied
40841,Female,Loyal Customer,39,Business travel,Business,1,2,4,4,5,5,4,5,5,3,2,26,7,33,Satisfied
122044,Female,Loyal Customer,39,Business travel,Business,3,3,2,2,3,2,1,1,3,2,5,0,6,6,DisSatisfied
76786,Female,Loyal Customer,60,Business travel,Business,5,4,4,3,4,5,4,3,1,2,5,3,4,7,DisSatisfied
81797,Male,Loyal Customer,55,Business travel,Business,1,5,3,3,3,2,2,4,1,3,2,8,0,8,Satisfied
51013,Female,Loyal Customer,44,Personal Travel,Eco,5,1,2,2,5,5,1,5,3,4,2,0,0,0,DisSatisfied
18483,Female,Loyal Customer,53,Business travel,Business,5,2,3,5,4,2,3,3,4,1,3,6,13,19,Satisfied
56303,Male,Loyal Customer,41,Business travel,Business,3,1,5,1,5,3,4,5,4,1,3,0,0,0,Satisfied
87962,Male,Loyal Customer,34,Business travel,Business,4,1,2,3,3,5,2,5,5,5,5,0,0,0,Satisfied
9949,Female,Loyal Customer,43,Business travel,Business,2,1,3,4,5,3,1,4,1,1,3,0,0,0,Satisfied
64259,Female,disloyal Customer,41,Business travel,Business,4,4,5,5,3,1,2,5,2,3,4,0,0,0,Satisfied
35131,Male,Loyal Customer,30,Business travel,Business,3,4,4,4,1,5,4,3,4,1,2,0,0,0,Satisfied
49304,Male,Loyal Customer,44,Business travel,Eco,3,4,4,3,3,1,4,3,2,5,5,0,14,14,Satisfied
46657,Male,Loyal Customer,18,Business travel,Business,3,3,4,2,3,5,4,2,4,3,1,0,0,0,Satisfied
110727,Male,Loyal Customer,27,Business travel,Business,1,4,4,2,1,1,5,4,5,2,2,15,18,33,Satisfied
47409,Female,Loyal Customer,46,Business travel,Business,4,3,4,4,4,4,5,5,1,5,4,0,0,0,DisSatisfied
27841,Male,Loyal Customer,50,Personal Travel,Eco,4,2,1,5,2,2,4,1,2,5,3,0,0,0,DisSatisfied
39946,Male,Loyal Customer,48,Personal Travel,Eco,5,2,3,3,4,1,5,1,5,1,4,12,0,12,DisSatisfied
80591,Female,Loyal Customer,55,Personal Travel,Eco,5,2,5,1,2,2,2,4,2,4,4,33,3,36,Satisfied
59840,Female,disloyal Customer,38,Business travel,Business,5,2,5,2,1,1,1,5,1,2,2,32,30,62,Satisfied
99597,Male,Loyal Customer,22,Personal Travel,Eco,3,2,2,4,4,5,5,4,5,3,3,1,23,24,DisSatisfied
129238,Male,disloyal Customer,25,Business travel,Business,4,4,3,3,5,2,5,4,1,3,5,1,0,1,Satisfied
27514,Male,Loyal Customer,70,Personal Travel,Eco,3,5,1,5,5,2,5,2,1,5,2,13,0,13,Satisfied
95202,Female,Loyal Customer,30,Personal Travel,Eco,1,4,1,1,4,3,5,2,3,4,2,5,3,8,DisSatisfied
37332,Female,Loyal Customer,53,Business travel,Eco,5,5,3,1,5,2,3,1,1,1,3,0,0,0,Satisfied
44018,Female,Loyal Customer,36,Business travel,Leisure,3,4,4,2,1,2,1,1,4,2,2,0,0,0,Satisfied
51332,Female,Loyal Customer,30,Business travel,Leisure,3,2,4,1,5,2,2,3,4,3,3,0,0,0,Satisfied
122315,Male,Loyal Customer,29,Business travel,Business,1,1,3,3,5,1,5,3,2,2,3,2,0,2,Satisfied
27708,Male,Loyal Customer,45,Business travel,Business,2,5,5,2,2,4,3,2,1,3,2,0,0,0,Satisfied
76589,Female,Loyal Customer,57,Business travel,Business,4,1,4,2,2,2,4,3,5,3,2,0,0,0,Satisfied
78364,Female,Loyal Customer,27,Business travel,Business,2,2,2,2,3,4,4,4,2,3,2,0,8,8,DisSatisfied
84581,Male,Loyal Customer,57,Business travel,Business,5,5,1,3,1,2,3,3,3,3,5,1,37,38,Satisfied
127951,Male,Loyal Customer,57,Business travel,Business,3,1,4,4,5,5,2,3,1,5,4,39,43,82,Satisfied
48933,Female,disloyal Customer,22,Business travel,Business,1,4,5,1,1,4,3,4,2,2,3,0,0,0,Satisfied
103219,Male,Loyal Customer,50,Business travel,Business,1,2,4,1,1,3,4,2,2,1,3,15,0,15,Satisfied
44726,Male,Loyal Customer,25,Personal Travel,Eco,4,4,4,4,2,2,5,1,1,3,2,0,0,0,Satisfied
73266,Male,disloyal Customer,23,Business travel,Business,2,4,1,2,5,5,4,2,1,5,5,31,27,58,Satisfied
115636,Male,Loyal Customer,58,Business travel,Business,4,2,2,5,3,4,1,1,5,5,5,0,0,0,Satisfied
32439,Male,Loyal Customer,31,Business travel,Business,3,5,2,3,4,5,1,4,4,3,4,0,0,0,Satisfied
3549,Female,Loyal Customer,50,Business travel,Business,4,3,5,2,3,3,4,2,3,1,5,0,0,0,Satisfied
108835,Female,Loyal Customer,16,Business travel,Eco,1,3,3,2,2,3,4,1,1,4,5,0,0,0,Satisfied
75687,Female,Loyal Customer,25,Business travel,Business,1,2,3,2,3,3,5,5,1,2,4,0,0,0,Satisfied
65847,Male,disloyal Customer,25,Business travel,Eco,5,3,3,1,2,3,5,2,4,4,3,0,0,0,Satisfied
12915,Female,Loyal Customer,23,Business travel,Business,5,1,5,1,2,5,1,3,1,5,4,0,0,0,DisSatisfied
83396,Female,Loyal Customer,47,Business travel,Business,3,5,4,5,1,4,2,1,4,1,2,8,4,12,Satisfied
19057,Male,Loyal Customer,48,Personal Travel,Business,2,4,2,3,5,3,4,5,4,5,1,0,0,0,DisSatisfied
46390,Female,Loyal Customer,30,Personal Travel,Eco,4,4,2,2,4,5,5,1,4,3,4,7,5,12,DisSatisfied
71325,Female,disloyal Customer,22,Business travel,Eco,3,2,4,1,2,5,4,2,1,1,2,7,1,8,Satisfied
88013,Female,Loyal Customer,41,Business travel,Business,5,4,2,4,2,4,1,5,5,1,5,16,9,25,Satisfied
55136,Female,Loyal Customer,70,Personal Travel,Eco,4,1,2,1,1,5,5,3,5,5,3,49,38,87,DisSatisfied
88054,Female,Loyal Customer,47,Business travel,Business,5,1,3,2,4,1,3,5,1,1,2,0,3,3,Satisfied
80765,Female,Loyal Customer,12,Personal Travel,Eco,4,2,3,2,2,4,1,1,4,3,5,0,0,0,Satisfied
122507,Female,Loyal Customer,41,Business travel,Business,2,4,1,1,5,5,4,5,4,4,4,0,0,0,Satisfied
104729,Female,disloyal Customer,23,Business travel,Business,3,3,1,4,5,2,5,1,5,5,4,2,0,2,Satisfied
46779,Male,Loyal Customer,60,Business travel,Business,4,3,2,4,1,2,1,4,2,2,2,36,16,52,Satisfied
69802,Male,Loyal Customer,59,Business travel,Business,1,5,3,2,2,3,4,1,3,5,5,9,0,9,Satisfied
124732,Male,Loyal Customer,25,Personal Travel,Eco,1,2,1,1,4,4,2,3,4,5,3,13,13,26,DisSatisfied
37763,Female,Loyal Customer,41,Business travel,Leisure,4,5,1,3,1,5,5,1,1,4,4,14,0,14,Satisfied
4362,Male,Loyal Customer,53,Business travel,Business,4,3,3,3,1,5,2,2,5,3,1,72,30,102,Satisfied
20733,Female,Loyal Customer,43,Business travel,Leisure,4,3,1,2,3,1,1,2,2,2,4,5,0,5,Satisfied
60936,Female,Loyal Customer,39,Business travel,Business,1,3,4,4,1,1,5,3,3,5,5,31,26,57,Satisfied
57081,Male,Loyal Customer,50,Business travel,Business,1,5,4,3,3,3,4,3,1,2,4,0,0,0,Satisfied
19477,Male,disloyal Customer,21,Business travel,Eco,4,2,3,1,3,4,2,4,2,3,1,0,1,1,Satisfied
71461,Male,Loyal Customer,39,Personal Travel,Eco,5,1,3,5,2,3,1,2,4,5,1,0,13,13,DisSatisfied
23122,Female,Loyal Customer,38,Business travel,Eco,5,1,1,5,5,1,4,2,1,4,2,1,3,4,Satisfied
70712,Female,Loyal Customer,28,Business travel,Business,2,3,2,4,4,1,4,5,5,3,2,0,0,0,Satisfied
34562,Male,Loyal Customer,33,Business travel,Business,3,2,5,5,1,4,4,2,1,3,2,9,5,14,Satisfied
53935,Female,Loyal Customer,48,Business travel,Business,5,2,4,1,2,3,4,2,1,1,4,1,0,1,Satisfied
125822,Female,disloyal Customer,34,Business travel,Business,1,4,4,2,4,1,2,5,2,1,3,81,82,163,DisSatisfied
97870,Male,Loyal Customer,52,Business travel,Business,5,4,3,2,1,5,4,4,2,2,3,9,7,16,Satisfied
13303,Male,Loyal Customer,38,Personal Travel,Leisure,2,5,2,1,5,2,3,3,4,1,3,0,0,0,DisSatisfied
7449,Male,Loyal Customer,48,Personal Travel,Eco,2,4,3,2,5,1,5,4,5,4,4,6,0,6,Satisfied
59228,Male,Loyal Customer,48,Business travel,Business,3,5,1,1,3,3,4,3,5,2,3,0,0,0,Satisfied
71925,Female,Loyal Customer,51,Business travel,Business,5,1,2,1,3,1,4,3,5,1,3,73,69,142,Satisfied
38844,Male,Loyal Customer,33,Business travel,Leisure,1,3,1,5,4,5,3,5,3,2,1,0,0,0,Satisfied
45551,Female,Loyal Customer,24,Business travel,Leisure,1,2,4,5,1,2,5,3,5,1,1,0,3,3,Satisfied
2344,Female,disloyal Customer,52,Business travel,Business,4,1,3,4,3,2,4,1,1,5,5,0,0,0,DisSatisfied
3954,Female,disloyal Customer,24,Business travel,Eco,1,1,3,5,2,5,4,1,1,5,1,0,10,10,DisSatisfied
15587,Male,disloyal Customer,64,Business travel,Business,3,5,5,2,3,3,4,1,1,3,4,0,0,0,DisSatisfied
107498,Female,disloyal Customer,27,Business travel,Eco,3,3,2,5,4,5,3,1,3,4,3,29,16,45,DisSatisfied
14801,Female,disloyal Customer,22,Business travel,Eco,1,5,4,1,2,5,5,5,1,3,5,0,0,0,Satisfied
20409,Female,Loyal Customer,27,Business travel,Business,1,1,5,5,5,4,1,5,2,3,2,39,25,64,Satisfied
108746,Female,Loyal Customer,37,Business travel,Business,4,2,5,2,2,4,5,1,3,3,4,0,1,1,Satisfied
106887,Male,disloyal Customer,11,Business travel,Eco,1,4,3,4,4,4,3,2,2,4,4,1,0,1,Satisfied
117155,Female,Loyal Customer,56,Personal Travel,Eco,4,5,2,3,5,2,5,3,3,4,4,3,0,3,DisSatisfied
98251,Female,Loyal Customer,40,Business travel,Business,4,1,3,1,1,2,4,4,1,3,1,65,48,113,Satisfied
38633,Female,Loyal Customer,31,Business travel,Business,1,4,2,2,4,1,3,1,4,5,1,0,8,8,Satisfied
25812,Male,Loyal Customer,27,Business travel,Business,2,4,5,2,3,4,3,1,5,5,1,19,26,45,Satisfied
110560,Male,Loyal Customer,55,Business travel,Business,2,1,1,3,4,3,5,2,5,2,2,11,15,26,Satisfied
77087,Male,Loyal Customer,60,Business travel,Business,4,3,4,4,4,3,5,5,5,5,5,2,0,2,Satisfied
118908,Male,Loyal Customer,16,Personal Travel,Eco,1,1,5,1,4,4,2,2,5,2,5,4,0,4,Satisfied
116978,Male,Loyal Customer,57,Business travel,Business,2,2,3,4,5,2,5,1,2,4,1,0,0,0,Satisfied
84245,Female,Loyal Customer,41,Personal Travel,Leisure,1,4,4,3,4,5,5,2,5,5,1,0,0,0,Satisfied
66860,Female,Loyal Customer,17,Personal Travel,Eco,1,2,5,1,1,2,4,3,5,3,2,3,0,3,Satisfied
95006,Male,Loyal Customer,57,Personal Travel,Eco,1,5,2,5,4,1,1,4,4,2,3,3,0,3,Satisfied
52573,Male,Loyal Customer,32,Business travel,Eco,5,4,3,4,3,4,1,2,2,4,5,0,0,0,Satisfied
86528,Female,Loyal Customer,18,Personal Travel,Eco,1,3,5,5,2,2,1,1,5,4,4,27,11,38,DisSatisfied
109476,Female,Loyal Customer,41,Business travel,Business,5,1,2,1,5,5,5,3,3,2,3,0,0,0,Satisfied
39812,Male,Loyal Customer,72,Business travel,Business,4,5,2,3,3,1,1,3,2,2,5,3,7,10,Satisfied
32946,Female,Loyal Customer,56,Personal Travel,Eco,2,2,2,5,1,2,2,2,3,1,2,0,3,3,DisSatisfied
37195,Female,disloyal Customer,50,Business travel,Leisure,2,5,4,5,4,4,3,1,2,1,5,10,8,18,DisSatisfied
6102,Male,Loyal Customer,57,Business travel,Business,2,3,3,2,5,5,2,4,5,1,3,4,2,6,Satisfied
6482,Female,Loyal Customer,54,Business travel,Business,2,1,2,1,5,2,2,2,1,2,4,0,0,0,Satisfied
85897,Female,Loyal Customer,42,Business travel,Business,2,5,5,3,5,4,1,5,2,4,3,2,0,2,DisSatisfied
11581,Male,Loyal Customer,62,Business travel,Business,2,2,2,2,3,4,1,3,5,4,3,26,99,125,DisSatisfied
14855,Male,Loyal Customer,24,Business travel,Eco,2,5,3,4,2,2,2,5,2,2,1,0,0,0,Satisfied
22270,Male,Loyal Customer,39,Business travel,Eco,4,1,4,3,2,2,2,3,2,1,5,48,45,93,Satisfied
1021,Female,Loyal Customer,65,Business travel,Business,1,5,2,2,1,2,2,2,3,3,1,0,0,0,Satisfied
2686,Male,Loyal Customer,15,Personal Travel,Leisure,3,2,5,4,3,5,2,3,3,1,2,0,0,0,Satisfied
113171,Female,Loyal Customer,19,Personal Travel,Eco,5,1,3,3,3,2,2,1,4,4,2,6,11,17,Satisfied
19498,Female,disloyal Customer,26,Business travel,Eco,3,3,2,2,3,3,5,5,3,2,5,2,15,17,Satisfied
70833,Male,Loyal Customer,60,Business travel,Business,3,3,4,3,4,2,2,2,2,2,1,0,0,0,Satisfied
74359,Male,Loyal Customer,32,Business travel,Business,1,4,1,5,3,1,3,1,1,5,1,0,0,0,Satisfied
39071,Female,Loyal Customer,60,Business travel,Business,1,5,5,2,3,3,1,1,3,4,1,0,0,0,Satisfied
76863,Male,Loyal Customer,53,Business travel,Business,1,2,2,5,5,1,3,1,3,3,3,5,0,5,Satisfied
122152,Male,Loyal Customer,59,Business travel,Business,2,5,2,2,5,1,4,3,1,3,1,25,20,45,Satisfied
16566,Female,Loyal Customer,39,Business travel,Business,4,1,1,5,5,4,1,1,4,3,3,0,0,0,Satisfied
108012,Male,Loyal Customer,26,Business travel,Business,2,4,3,1,3,5,3,1,4,5,1,17,9,26,Satisfied
11907,Female,Loyal Customer,58,Business travel,Business,4,2,1,5,3,3,2,3,5,5,5,0,0,0,Satisfied
104389,Male,disloyal Customer,20,Business travel,Eco,4,5,3,1,5,3,2,2,3,1,1,0,0,0,Satisfied
125827,Female,Loyal Customer,59,Business travel,Business,3,2,2,3,1,4,1,3,4,3,5,82,27,109,Satisfied
15223,Female,Loyal Customer,49,Business travel,Eco,3,1,1,4,1,1,5,2,5,3,4,0,0,0,Satisfied
63023,Female,disloyal Customer,40,Business travel,Business,4,4,2,4,2,5,2,2,4,2,3,0,0,0,DisSatisfied
54242,Female,Loyal Customer,22,Business travel,Business,4,2,1,4,4,5,3,1,1,3,4,2,4,6,Satisfied
109194,Male,Loyal Customer,72,Business travel,Business,2,1,2,1,4,4,1,4,2,1,5,0,0,0,DisSatisfied
61958,Female,Loyal Customer,48,Personal Travel,Eco,2,3,2,4,2,2,5,5,1,5,2,0,0,0,Satisfied
8562,Female,Loyal Customer,37,Business travel,Business,3,2,2,4,5,5,2,4,1,4,5,0,0,0,Satisfied
76368,Female,Loyal Customer,43,Business travel,Business,1,4,4,5,5,2,5,1,1,4,2,0,0,0,Satisfied
127974,Male,Loyal Customer,39,Business travel,Business,4,2,1,4,3,4,3,2,1,4,4,0,0,0,Satisfied
127941,Male,Loyal Customer,51,Business travel,Business,2,2,4,1,4,1,1,3,2,1,2,20,0,20,Satisfied
62733,Female,disloyal Customer,25,Business travel,Business,3,1,2,5,3,2,2,1,2,1,2,2,11,13,DisSatisfied
24941,Female,Loyal Customer,52,Business travel,Business,2,5,5,1,3,3,5,2,5,5,3,0,7,7,Satisfied
85019,Female,disloyal Customer,17,Business travel,Eco,4,5,3,2,4,2,1,3,4,5,3,0,0,0,Satisfied
15056,Male,Loyal Customer,61,Personal Travel,Eco,4,2,1,4,5,1,3,1,3,2,5,52,98,150,DisSatisfied
80796,Female,Loyal Customer,59,Business travel,Business,5,4,1,1,1,2,1,2,2,1,4,0,0,0,Satisfied
114401,Female,Loyal Customer,30,Business travel,Business,1,4,3,1,5,4,2,4,4,2,2,22,7,29,Satisfied
19084,Male,Loyal Customer,41,Business travel,Eco,5,1,4,5,5,2,4,4,5,4,1,0,0,0,Satisfied
125953,Male,Loyal Customer,54,Business travel,Business,3,2,3,2,3,3,1,5,4,4,3,9,3,12,Satisfied
35817,Female,Loyal Customer,40,Business travel,Business,2,2,5,2,3,2,2,1,3,4,4,0,0,0,Satisfied
40028,Female,disloyal Customer,21,Business travel,Eco,3,5,2,4,3,4,5,2,1,2,2,0,0,0,Satisfied
90465,Male,Loyal Customer,34,Business travel,Business,4,1,3,3,4,2,1,2,3,3,5,0,0,0,Satisfied
12626,Male,Loyal Customer,55,Business travel,Business,5,3,3,3,4,5,1,4,3,5,1,36,27,63,Satisfied
2555,Female,Loyal Customer,58,Business travel,Business,5,4,2,5,2,1,4,3,2,5,3,12,15,27,Satisfied
76471,Female,Loyal Customer,44,Business travel,Business,5,4,1,4,3,3,4,3,2,2,3,0,0,0,Satisfied
110543,Female,disloyal Customer,26,Business travel,Business,3,2,5,5,4,1,4,3,3,2,1,0,0,0,Satisfied
109621,Male,Loyal Customer,41,Business travel,Business,4,1,3,4,2,3,4,3,1,3,2,0,0,0,Satisfied
78591,Male,Loyal Customer,30,Business travel,Business,2,3,3,2,3,1,2,2,1,4,5,8,5,13,Satisfied
40896,Female,Loyal Customer,29,Personal Travel,Eco,2,4,1,3,3,3,4,4,2,2,5,0,0,0,DisSatisfied
91741,Female,Loyal Customer,52,Business travel,Business,3,1,5,1,1,2,4,3,1,4,3,0,0,0,Satisfied
67131,Male,Loyal Customer,22,Business travel,Eco,5,3,2,3,4,1,3,3,3,3,3,0,0,0,DisSatisfied
93100,Male,Loyal Customer,55,Business travel,Business,1,2,2,4,2,3,4,5,3,5,2,5,0,5,Satisfied
17340,Male,Loyal Customer,51,Business travel,Business,3,5,4,3,3,2,2,1,5,2,2,3,8,11,Satisfied
109445,Female,Loyal Customer,26,Business travel,Business,3,4,5,1,4,3,2,5,5,3,1,0,0,0,Satisfied
35741,Female,disloyal Customer,42,Business travel,Eco,4,4,5,2,2,3,2,2,3,2,1,2,0,2,DisSatisfied
63106,Male,Loyal Customer,25,Business travel,Leisure,2,3,3,2,1,4,5,1,3,1,3,2,0,2,Satisfied
10023,Male,Loyal Customer,70,Personal Travel,Leisure,3,5,4,4,2,4,5,1,2,1,3,19,18,37,DisSatisfied
5607,Male,Loyal Customer,61,Business travel,Business,3,1,2,3,3,1,3,3,4,5,2,0,0,0,Satisfied
25924,Female,Loyal Customer,50,Business travel,Eco,5,2,5,4,5,2,5,1,5,4,3,0,0,0,Satisfied
32249,Male,Loyal Customer,37,Business travel,Business,5,1,5,3,5,5,3,2,1,2,3,0,0,0,Satisfied
40526,Male,Loyal Customer,58,Business travel,Business,1,3,1,5,1,3,5,5,3,3,2,0,0,0,Satisfied
119500,Female,Loyal Customer,48,Business travel,Business,4,4,2,4,3,1,1,3,4,4,2,0,0,0,Satisfied
27051,Female,Loyal Customer,64,Business travel,Eco,1,4,1,3,3,4,3,4,4,2,3,0,24,24,Satisfied
50880,Female,Loyal Customer,54,Personal Travel,Eco,5,1,4,5,4,2,5,5,5,4,1,0,0,0,Satisfied
28013,Female,Loyal Customer,28,Business travel,Business,2,2,5,4,5,4,1,3,2,2,4,0,0,0,Satisfied
86792,Female,Loyal Customer,59,Business travel,Business,5,3,4,2,4,3,3,3,3,4,4,0,0,0,Satisfied
93442,Male,Loyal Customer,51,Personal Travel,Eco,4,2,1,5,3,4,3,1,3,2,4,38,31,69,Satisfied
38428,Male,Loyal Customer,21,Personal Travel,Eco,5,3,2,4,1,4,1,3,4,4,2,0,0,0,Satisfied
10504,Male,Loyal Customer,54,Business travel,Business,4,2,5,1,5,2,3,3,2,1,2,0,0,0,Satisfied
33930,Male,Loyal Customer,44,Personal Travel,Business,4,1,2,2,4,1,1,1,4,3,3,0,0,0,DisSatisfied
11411,Female,Loyal Customer,44,Business travel,Business,4,5,4,5,1,3,1,5,1,4,2,0,1,1,Satisfied
62588,Male,Loyal Customer,31,Business travel,Business,4,3,3,3,3,3,3,4,1,5,3,0,0,0,Satisfied
80419,Male,Loyal Customer,51,Business travel,Business,4,1,2,1,2,2,3,4,3,4,5,1,8,9,Satisfied
127722,Male,Loyal Customer,41,Business travel,Business,2,4,2,3,2,1,4,4,5,3,1,0,0,0,Satisfied
93916,Female,Loyal Customer,50,Business travel,Business,1,4,2,1,5,2,4,2,4,3,3,95,93,188,Satisfied
2211,Female,Loyal Customer,54,Business travel,Business,3,2,5,4,1,2,2,5,3,2,5,0,4,4,Satisfied
10518,Female,Loyal Customer,33,Business travel,Business,1,4,4,4,4,4,2,1,1,5,2,16,14,30,Satisfied
70063,Female,Loyal Customer,59,Business travel,Business,4,5,4,3,1,1,1,4,4,2,4,0,0,0,Satisfied
87093,Male,Loyal Customer,38,Business travel,Business,2,3,5,3,5,3,3,3,3,1,5,0,0,0,DisSatisfied
67070,Female,Loyal Customer,41,Business travel,Business,5,2,2,3,3,5,1,3,5,1,5,0,0,0,Satisfied
47231,Male,Loyal Customer,36,Business travel,Leisure,2,3,2,5,1,3,4,3,3,1,2,2,4,6,Satisfied
23075,Female,Loyal Customer,38,Business travel,Eco,4,3,3,2,5,2,2,3,1,5,4,30,14,44,Satisfied
94608,Female,Loyal Customer,57,Business travel,Business,2,1,2,3,5,5,1,1,2,5,1,0,0,0,Satisfied
40173,Female,Loyal Customer,52,Business travel,Business,2,4,1,4,4,2,3,4,3,5,2,0,0,0,Satisfied
112204,Male,Loyal Customer,28,Business travel,Business,4,3,2,4,3,5,2,3,2,4,5,9,26,35,DisSatisfied
57633,Male,Loyal Customer,48,Business travel,Business,2,5,3,3,1,4,1,5,2,3,4,10,0,10,Satisfied
3116,Female,Loyal Customer,54,Business travel,Business,3,5,1,3,5,2,2,5,3,1,1,0,4,4,Satisfied
28920,Female,Loyal Customer,58,Business travel,Eco,3,4,3,4,3,5,3,1,1,3,3,0,13,13,Satisfied
20444,Male,Loyal Customer,45,Business travel,Business,2,4,3,5,4,3,2,1,2,3,3,14,10,24,Satisfied
45605,Male,Loyal Customer,59,Business travel,Business,5,2,4,1,5,4,1,5,2,3,1,0,0,0,Satisfied
9875,Male,Loyal Customer,58,Business travel,Business,4,2,5,4,4,2,1,2,3,1,4,0,0,0,Satisfied
102733,Female,Loyal Customer,37,Personal Travel,Eco,3,2,3,1,3,1,2,2,1,2,1,0,0,0,DisSatisfied
78562,Male,disloyal Customer,24,Business travel,Business,5,4,2,3,4,4,3,4,4,2,5,0,0,0,Satisfied
98223,Female,Loyal Customer,61,Personal Travel,Leisure,2,3,4,2,1,5,1,4,4,4,4,13,17,30,Satisfied
111459,Female,Loyal Customer,41,Personal Travel,Eco,5,1,1,3,4,1,5,3,5,4,4,18,21,39,DisSatisfied
82255,Male,Loyal Customer,42,Business travel,Business,1,2,5,3,2,1,2,5,3,2,5,3,0,3,Satisfied
72054,Male,Loyal Customer,57,Business travel,Business,3,1,4,3,2,1,4,2,2,2,3,8,0,8,Satisfied
53179,Male,disloyal Customer,23,Business travel,Eco,2,5,3,4,2,5,1,1,1,1,2,0,0,0,Satisfied
124742,Female,Loyal Customer,53,Personal Travel,Leisure,4,4,4,4,2,4,4,3,2,1,4,0,0,0,DisSatisfied
13721,Female,Loyal Customer,45,Business travel,Business,2,5,2,2,1,1,4,4,4,3,5,0,0,0,Satisfied
87113,Female,Loyal Customer,48,Personal Travel,Eco,4,2,2,1,5,1,3,2,1,2,4,0,0,0,DisSatisfied
128078,Male,Loyal Customer,43,Business travel,Business,2,3,2,1,2,5,3,2,1,2,1,26,19,45,Satisfied
85329,Female,Loyal Customer,49,Business travel,Business,5,2,5,1,2,2,3,4,3,5,5,0,0,0,Satisfied
42561,Female,Loyal Customer,38,Business travel,Eco,5,1,4,3,5,2,2,4,3,4,5,0,0,0,Satisfied
53747,Female,Loyal Customer,11,Personal Travel,Leisure,5,2,4,2,2,4,4,3,5,3,1,0,0,0,DisSatisfied
76050,Male,Loyal Customer,53,Business travel,Business,1,3,3,3,5,1,1,5,3,4,4,0,0,0,Satisfied
117103,Female,Loyal Customer,35,Business travel,Eco,4,3,1,2,2,3,4,4,2,5,4,17,14,31,DisSatisfied
32141,Male,Loyal Customer,37,Business travel,Eco,5,4,2,5,5,2,5,5,1,5,4,0,8,8,Satisfied
39915,Female,Loyal Customer,48,Business travel,Business,1,4,1,4,5,1,4,2,2,5,3,0,0,0,Satisfied
42877,Male,Loyal Customer,8,Personal Travel,Eco,4,3,1,3,3,4,4,2,5,3,4,0,8,8,DisSatisfied
103361,Male,Loyal Customer,39,Business travel,Business,2,3,2,5,4,3,2,5,1,5,3,34,35,69,Satisfied
31704,Male,Loyal Customer,18,Personal Travel,Eco,1,1,2,1,5,2,1,3,5,5,3,95,79,174,DisSatisfied
22219,Female,disloyal Customer,72,Business travel,Leisure,3,2,3,5,2,2,5,1,1,2,4,0,0,0,DisSatisfied
